,location,trap_type,date_start,date_stop,count,days_off,year,month,doy,days_out
6084,Concord,CEW Pheromone,28/7/2007,30/7/2007,2.33,3,2007,7,209,2
6085,Dover,CEW BLT,28/7/2007,30/7/2007,1.66,3,2007,7,209,2
6086,Dover,CEW Pheromone,28/7/2007,30/7/2007,7,3,2007,7,209,2
6087,Georgetown,CEW BLT,28/7/2007,30/7/2007,1.33,3,2007,7,209,2
6088,Georgetown,CEW Pheromone,28/7/2007,30/7/2007,1.33,3,2007,7,209,2
6089,Harrington,CEW BLT,28/7/2007,30/7/2007,0.33,3,2007,7,209,2
6090,Harrington,CEW Pheromone,28/7/2007,30/7/2007,5.66,3,2007,7,209,2
6091,Laurel,CEW BLT,28/7/2007,30/7/2007,1,3,2007,7,209,2
6092,Laurel,CEW Pheromone,28/7/2007,30/7/2007,3.66,3,2007,7,209,2
6093,Milford,CEW BLT,28/7/2007,30/7/2007,1,3,2007,7,209,2
6094,Milford,CEW Pheromone,28/7/2007,30/7/2007,3.66,3,2007,7,209,2
6095,Rising Sun,CEW BLT,28/7/2007,30/7/2007,2,3,2007,7,209,2
6096,Rising Sun,CEW Pheromone,28/7/2007,30/7/2007,4.33,3,2007,7,209,2
6097,Seaford,CEW BLT,28/7/2007,30/7/2007,1.66,3,2007,7,209,2
6098,Seaford,CEW Pheromone,28/7/2007,30/7/2007,6.66,3,2007,7,209,2
6099,Wyoming,CEW BLT,28/7/2007,30/7/2007,0,3,2007,7,209,2
6100,Wyoming,CEW Pheromone,28/7/2007,30/7/2007,3.33,3,2007,7,209,2
6101,Bridgeville,CEW BLT,31/7/2007,2/8/2007,1.66,3,2007,7,212,2
6102,Bridgeville,CEW Pheromone,31/7/2007,2/8/2007,5.33,3,2007,7,212,2
6103,Concord,CEW BLT,31/7/2007,2/8/2007,2,3,2007,7,212,2
6104,Concord,CEW Pheromone,31/7/2007,2/8/2007,2,3,2007,7,212,2
6105,Dover,CEW BLT,31/7/2007,2/8/2007,0.66,3,2007,7,212,2
6106,Dover,CEW Pheromone,31/7/2007,2/8/2007,3.33,3,2007,7,212,2
6107,Georgetown,CEW BLT,31/7/2007,2/8/2007,1.66,3,2007,7,212,2
6108,Georgetown,CEW Pheromone,31/7/2007,2/8/2007,1.66,3,2007,7,212,2
6109,Harrington,CEW BLT,31/7/2007,2/8/2007,0,3,2007,7,212,2
6110,Harrington,CEW Pheromone,31/7/2007,2/8/2007,6.33,3,2007,7,212,2
6111,Laurel,CEW BLT,31/7/2007,2/8/2007,0.33,3,2007,7,212,2
6112,Laurel,CEW Pheromone,31/7/2007,2/8/2007,3.66,3,2007,7,212,2
6113,Milford,CEW BLT,31/7/2007,2/8/2007,0.66,3,2007,7,212,2
6114,Milford,CEW Pheromone,31/7/2007,2/8/2007,2.33,3,2007,7,212,2
6115,Rising Sun,CEW BLT,31/7/2007,2/8/2007,2.66,3,2007,7,212,2
6116,Rising Sun,CEW Pheromone,31/7/2007,2/8/2007,3.66,3,2007,7,212,2
6117,Seaford,CEW BLT,31/7/2007,2/8/2007,3.66,3,2007,7,212,2
6118,Seaford,CEW Pheromone,31/7/2007,2/8/2007,6.33,3,2007,7,212,2
6119,Wyoming,CEW BLT,31/7/2007,2/8/2007,0.33,3,2007,7,212,2
6120,Wyoming,CEW Pheromone,31/7/2007,2/8/2007,0.66,3,2007,7,212,2
6121,Bridgeville,CEW BLT,3/8/2007,6/8/2007,2.75,4,2007,8,215,3
6122,Bridgeville,CEW Pheromone,3/8/2007,6/8/2007,3,4,2007,8,215,3
6123,Concord,CEW BLT,3/8/2007,6/8/2007,9.25,4,2007,8,215,3
6124,Concord,CEW Pheromone,3/8/2007,6/8/2007,12.5,4,2007,8,215,3
6125,Dover,CEW BLT,3/8/2007,6/8/2007,1.5,4,2007,8,215,3
6126,Dover,CEW Pheromone,3/8/2007,6/8/2007,3,4,2007,8,215,3
6127,Georgetown,CEW BLT,3/8/2007,6/8/2007,3.25,4,2007,8,215,3
6128,Georgetown,CEW Pheromone,3/8/2007,6/8/2007,3.25,4,2007,8,215,3
6129,Harrington,CEW BLT,3/8/2007,6/8/2007,2.5,4,2007,8,215,3
6130,Harrington,CEW Pheromone,3/8/2007,6/8/2007,5.25,4,2007,8,215,3
6131,Laurel,CEW BLT,3/8/2007,6/8/2007,8.25,4,2007,8,215,3
6132,Laurel,CEW Pheromone,3/8/2007,6/8/2007,13.25,4,2007,8,215,3
6133,Milford,CEW BLT,3/8/2007,6/8/2007,2.5,4,2007,8,215,3
6134,Milford,CEW Pheromone,3/8/2007,6/8/2007,2,4,2007,8,215,3
6135,Rising Sun,CEW BLT,3/8/2007,6/8/2007,5.5,4,2007,8,215,3
6136,Rising Sun,CEW Pheromone,3/8/2007,6/8/2007,4.75,4,2007,8,215,3
6137,Seaford,CEW BLT,3/8/2007,6/8/2007,11.75,4,2007,8,215,3
6138,Seaford,CEW Pheromone,3/8/2007,6/8/2007,25.25,4,2007,8,215,3
6139,Wyoming,CEW BLT,3/8/2007,6/8/2007,1.5,4,2007,8,215,3
6140,Wyoming,CEW Pheromone,3/8/2007,6/8/2007,4.75,4,2007,8,215,3
6141,Bridgeville,CEW BLT,7/8/2007,9/8/2007,17.33,3,2007,8,219,2
6142,Bridgeville,CEW Pheromone,7/8/2007,9/8/2007,6.66,3,2007,8,219,2
6143,Concord,CEW BLT,7/8/2007,9/8/2007,18.33,3,2007,8,219,2
6144,Concord,CEW Pheromone,7/8/2007,9/8/2007,31,3,2007,8,219,2
6145,Dover,CEW BLT,7/8/2007,9/8/2007,8.66,3,2007,8,219,2
6146,Dover,CEW Pheromone,7/8/2007,9/8/2007,21.33,3,2007,8,219,2
6147,Georgetown,CEW BLT,7/8/2007,9/8/2007,13,3,2007,8,219,2
6148,Georgetown,CEW Pheromone,7/8/2007,9/8/2007,13,3,2007,8,219,2
6149,Harrington,CEW BLT,7/8/2007,9/8/2007,8.66,3,2007,8,219,2
6150,Harrington,CEW Pheromone,7/8/2007,9/8/2007,24,3,2007,8,219,2
6151,Laurel,CEW BLT,7/8/2007,9/8/2007,23,3,2007,8,219,2
6152,Laurel,CEW Pheromone,7/8/2007,9/8/2007,20,3,2007,8,219,2
6153,Milford,CEW BLT,7/8/2007,9/8/2007,11.66,3,2007,8,219,2
6154,Milford,CEW Pheromone,7/8/2007,9/8/2007,6.33,3,2007,8,219,2
6155,Rising Sun,CEW BLT,7/8/2007,9/8/2007,15,3,2007,8,219,2
6156,Rising Sun,CEW Pheromone,7/8/2007,9/8/2007,2,3,2007,8,219,2
6157,Seaford,CEW BLT,7/8/2007,9/8/2007,26,3,2007,8,219,2
6158,Seaford,CEW Pheromone,7/8/2007,9/8/2007,37.66,3,2007,8,219,2
6159,Wyoming,CEW BLT,7/8/2007,9/8/2007,12,3,2007,8,219,2
6160,Wyoming,CEW Pheromone,7/8/2007,9/8/2007,19.33,3,2007,8,219,2
6161,Bridgeville,CEW BLT,10/8/2007,13/8/2007,18.75,4,2007,8,222,3
6162,Bridgeville,CEW Pheromone,10/8/2007,13/8/2007,4,4,2007,8,222,3
6163,Concord,CEW BLT,10/8/2007,13/8/2007,19.5,4,2007,8,222,3
6164,Concord,CEW Pheromone,10/8/2007,13/8/2007,8.25,4,2007,8,222,3
6165,Dover,CEW BLT,10/8/2007,13/8/2007,9.75,4,2007,8,222,3
6166,Dover,CEW Pheromone,10/8/2007,13/8/2007,3.75,4,2007,8,222,3
6167,Georgetown,CEW BLT,10/8/2007,13/8/2007,20.5,4,2007,8,222,3
6168,Georgetown,CEW Pheromone,10/8/2007,13/8/2007,20.5,4,2007,8,222,3
6169,Harrington,CEW BLT,10/8/2007,13/8/2007,7,4,2007,8,222,3
6170,Harrington,CEW Pheromone,10/8/2007,13/8/2007,12.5,4,2007,8,222,3
6171,Laurel,CEW BLT,10/8/2007,13/8/2007,21.75,4,2007,8,222,3
6172,Laurel,CEW Pheromone,10/8/2007,13/8/2007,46.25,4,2007,8,222,3
6173,Milford,CEW BLT,10/8/2007,13/8/2007,7.75,4,2007,8,222,3
6174,Milford,CEW Pheromone,10/8/2007,13/8/2007,10,4,2007,8,222,3
6175,Rising Sun,CEW BLT,10/8/2007,13/8/2007,11.75,4,2007,8,222,3
6176,Rising Sun,CEW Pheromone,10/8/2007,13/8/2007,0.25,4,2007,8,222,3
6177,Seaford,CEW BLT,10/8/2007,13/8/2007,20.25,4,2007,8,222,3
6178,Seaford,CEW Pheromone,10/8/2007,13/8/2007,27,4,2007,8,222,3
6179,Wyoming,CEW BLT,10/8/2007,13/8/2007,8,4,2007,8,222,3
6180,Wyoming,CEW Pheromone,10/8/2007,13/8/2007,1.25,4,2007,8,222,3
6181,Bridgeville,CEW BLT,14/8/2007,16/8/2007,21.66,3,2007,8,226,2
6182,Bridgeville,CEW Pheromone,14/8/2007,16/8/2007,13,3,2007,8,226,2
6183,Concord,CEW BLT,14/8/2007,16/8/2007,30.33,3,2007,8,226,2
6184,Concord,CEW Pheromone,14/8/2007,16/8/2007,8.33,3,2007,8,226,2
6185,Dover,CEW BLT,14/8/2007,16/8/2007,10.66,3,2007,8,226,2
6186,Dover,CEW Pheromone,14/8/2007,16/8/2007,6,3,2007,8,226,2
6187,Georgetown,CEW BLT,14/8/2007,16/8/2007,17.66,3,2007,8,226,2
6188,Georgetown,CEW Pheromone,14/8/2007,16/8/2007,17.66,3,2007,8,226,2
6189,Harrington,CEW BLT,14/8/2007,16/8/2007,19.66,3,2007,8,226,2
6190,Harrington,CEW Pheromone,14/8/2007,16/8/2007,39,3,2007,8,226,2
6191,Laurel,CEW BLT,14/8/2007,16/8/2007,32.33,3,2007,8,226,2
6192,Laurel,CEW Pheromone,14/8/2007,16/8/2007,68.33,3,2007,8,226,2
6193,Milford,CEW BLT,14/8/2007,16/8/2007,13.33,3,2007,8,226,2
6194,Milford,CEW Pheromone,14/8/2007,16/8/2007,18,3,2007,8,226,2
6195,Rising Sun,CEW BLT,14/8/2007,16/8/2007,17.33,3,2007,8,226,2
6196,Rising Sun,CEW Pheromone,14/8/2007,16/8/2007,2,3,2007,8,226,2
6197,Seaford,CEW BLT,14/8/2007,16/8/2007,20.66,3,2007,8,226,2
6198,Seaford,CEW Pheromone,14/8/2007,16/8/2007,48.66,3,2007,8,226,2
6199,Wyoming,CEW BLT,14/8/2007,16/8/2007,19.66,3,2007,8,226,2
6200,Wyoming,CEW Pheromone,14/8/2007,16/8/2007,28.66,3,2007,8,226,2
6201,Bridgeville,CEW BLT,17/8/2007,20/8/2007,30,4,2007,8,229,3
6202,Bridgeville,CEW Pheromone,17/8/2007,20/8/2007,21,4,2007,8,229,3
6203,Concord,CEW BLT,17/8/2007,20/8/2007,24.5,4,2007,8,229,3
6204,Concord,CEW Pheromone,17/8/2007,20/8/2007,12.5,4,2007,8,229,3
6205,Dover,CEW BLT,17/8/2007,20/8/2007,10,4,2007,8,229,3
6206,Dover,CEW Pheromone,17/8/2007,20/8/2007,6.25,4,2007,8,229,3
6207,Georgetown,CEW BLT,17/8/2007,20/8/2007,17.5,4,2007,8,229,3
6208,Georgetown,CEW Pheromone,17/8/2007,20/8/2007,17.5,4,2007,8,229,3
6209,Harrington,CEW BLT,17/8/2007,20/8/2007,28,4,2007,8,229,3
6210,Harrington,CEW Pheromone,17/8/2007,20/8/2007,70.5,4,2007,8,229,3
6211,Laurel,CEW BLT,17/8/2007,20/8/2007,43.5,4,2007,8,229,3
6212,Laurel,CEW Pheromone,17/8/2007,20/8/2007,59.5,4,2007,8,229,3
6213,Milford,CEW BLT,17/8/2007,20/8/2007,18.5,4,2007,8,229,3
6214,Milford,CEW Pheromone,17/8/2007,20/8/2007,7.25,4,2007,8,229,3
6215,Rising Sun,CEW BLT,17/8/2007,20/8/2007,28.5,4,2007,8,229,3
6216,Rising Sun,CEW Pheromone,17/8/2007,20/8/2007,35,4,2007,8,229,3
6217,Seaford,CEW BLT,17/8/2007,20/8/2007,22.25,4,2007,8,229,3
6218,Seaford,CEW Pheromone,17/8/2007,20/8/2007,31,4,2007,8,229,3
6219,Wyoming,CEW BLT,17/8/2007,20/8/2007,21,4,2007,8,229,3
6220,Wyoming,CEW Pheromone,17/8/2007,20/8/2007,31.5,4,2007,8,229,3
6221,Bridgeville,CEW BLT,21/8/2007,22/8/2007,26,2,2007,8,233,1
6222,Bridgeville,CEW Pheromone,21/8/2007,22/8/2007,12,2,2007,8,233,1
6223,Concord,CEW BLT,21/8/2007,22/8/2007,19.33,2,2007,8,233,1
6224,Concord,CEW Pheromone,21/8/2007,22/8/2007,14.33,2,2007,8,233,1
6225,Dover,CEW BLT,21/8/2007,22/8/2007,11.5,2,2007,8,233,1
6226,Dover,CEW Pheromone,21/8/2007,22/8/2007,9,2,2007,8,233,1
6227,Georgetown,CEW BLT,21/8/2007,22/8/2007,18.66,2,2007,8,233,1
6228,Georgetown,CEW Pheromone,21/8/2007,22/8/2007,18.66,2,2007,8,233,1
6229,Harrington,CEW BLT,21/8/2007,22/8/2007,11,2,2007,8,233,1
6230,Harrington,CEW Pheromone,21/8/2007,22/8/2007,43.5,2,2007,8,233,1
6231,Laurel,CEW BLT,21/8/2007,22/8/2007,31.66,2,2007,8,233,1
6232,Laurel,CEW Pheromone,21/8/2007,22/8/2007,50,2,2007,8,233,1
6233,Milford,CEW BLT,21/8/2007,22/8/2007,28,2,2007,8,233,1
6234,Milford,CEW Pheromone,21/8/2007,22/8/2007,16.5,2,2007,8,233,1
6235,Rising Sun,CEW BLT,21/8/2007,22/8/2007,15.5,2,2007,8,233,1
6236,Rising Sun,CEW Pheromone,21/8/2007,22/8/2007,0.5,2,2007,8,233,1
6237,Seaford,CEW BLT,21/8/2007,22/8/2007,44.66,2,2007,8,233,1
6238,Seaford,CEW Pheromone,21/8/2007,22/8/2007,32.66,2,2007,8,233,1
6239,Wyoming,CEW BLT,21/8/2007,22/8/2007,13,2,2007,8,233,1
6240,Wyoming,CEW Pheromone,21/8/2007,22/8/2007,12.5,2,2007,8,233,1
6241,Bridgeville,CEW BLT,23/8/2007,27/8/2007,23.75,5,2007,8,235,4
6242,Bridgeville,CEW Pheromone,23/8/2007,27/8/2007,13.25,5,2007,8,235,4
6243,Concord,CEW BLT,23/8/2007,27/8/2007,12,5,2007,8,235,4
6244,Concord,CEW Pheromone,23/8/2007,27/8/2007,6.25,5,2007,8,235,4
6245,Dover,CEW BLT,23/8/2007,27/8/2007,13,5,2007,8,235,4
6246,Dover,CEW Pheromone,23/8/2007,27/8/2007,16.6,5,2007,8,235,4
6247,Georgetown,CEW BLT,23/8/2007,27/8/2007,20.5,5,2007,8,235,4
6248,Georgetown,CEW Pheromone,23/8/2007,27/8/2007,20.5,5,2007,8,235,4
6249,Harrington,CEW BLT,23/8/2007,27/8/2007,20.6,5,2007,8,235,4
6250,Harrington,CEW Pheromone,23/8/2007,27/8/2007,39.6,5,2007,8,235,4
6251,Laurel,CEW BLT,23/8/2007,27/8/2007,33,5,2007,8,235,4
6252,Laurel,CEW Pheromone,23/8/2007,27/8/2007,72,5,2007,8,235,4
6253,Milford,CEW BLT,23/8/2007,27/8/2007,18.6,5,2007,8,235,4
6254,Milford,CEW Pheromone,23/8/2007,27/8/2007,13.6,5,2007,8,235,4
6255,Rising Sun,CEW BLT,23/8/2007,27/8/2007,11.4,5,2007,8,235,4
6256,Rising Sun,CEW Pheromone,23/8/2007,27/8/2007,1,5,2007,8,235,4
6257,Seaford,CEW BLT,23/8/2007,27/8/2007,32.5,5,2007,8,235,4
6258,Seaford,CEW Pheromone,23/8/2007,27/8/2007,38.75,5,2007,8,235,4
6259,Wyoming,CEW BLT,23/8/2007,27/8/2007,11,5,2007,8,235,4
6260,Wyoming,CEW Pheromone,23/8/2007,27/8/2007,26,5,2007,8,235,4
6261,Bridgeville,CEW BLT,28/8/2007,30/8/2007,15,3,2007,8,240,2
6262,Bridgeville,CEW Pheromone,28/8/2007,30/8/2007,22.33,3,2007,8,240,2
6263,Concord,CEW BLT,28/8/2007,30/8/2007,14,3,2007,8,240,2
6264,Concord,CEW Pheromone,28/8/2007,30/8/2007,14.33,3,2007,8,240,2
6265,Dover,CEW BLT,28/8/2007,30/8/2007,16,3,2007,8,240,2
6266,Dover,CEW Pheromone,28/8/2007,30/8/2007,26.66,3,2007,8,240,2
6267,Georgetown,CEW BLT,28/8/2007,30/8/2007,20,3,2007,8,240,2
6268,Georgetown,CEW Pheromone,28/8/2007,30/8/2007,20,3,2007,8,240,2
6269,Harrington,CEW BLT,28/8/2007,30/8/2007,13,3,2007,8,240,2
6270,Harrington,CEW Pheromone,28/8/2007,30/8/2007,55,3,2007,8,240,2
6271,Laurel,CEW BLT,28/8/2007,30/8/2007,20,3,2007,8,240,2
6272,Laurel,CEW Pheromone,28/8/2007,30/8/2007,54.33,3,2007,8,240,2
6273,Milford,CEW BLT,28/8/2007,30/8/2007,8,3,2007,8,240,2
6274,Milford,CEW Pheromone,28/8/2007,30/8/2007,28.66,3,2007,8,240,2
6275,Rising Sun,CEW BLT,28/8/2007,30/8/2007,7.33,3,2007,8,240,2
6276,Rising Sun,CEW Pheromone,28/8/2007,30/8/2007,7.66,3,2007,8,240,2
6277,Seaford,CEW BLT,28/8/2007,30/8/2007,13,3,2007,8,240,2
6278,Seaford,CEW Pheromone,28/8/2007,30/8/2007,31,3,2007,8,240,2
6279,Wyoming,CEW BLT,28/8/2007,30/8/2007,10.66,3,2007,8,240,2
6280,Wyoming,CEW Pheromone,28/8/2007,30/8/2007,17,3,2007,8,240,2
6281,Bridgeville,CEW BLT,31/8/2007,3/9/2007,18,4,2007,8,243,3
6282,Bridgeville,CEW Pheromone,31/8/2007,3/9/2007,16.75,4,2007,8,243,3
6283,Concord,CEW BLT,31/8/2007,3/9/2007,11.75,4,2007,8,243,3
6284,Concord,CEW Pheromone,31/8/2007,3/9/2007,15,4,2007,8,243,3
6285,Dover,CEW BLT,31/8/2007,3/9/2007,20.25,4,2007,8,243,3
6286,Dover,CEW Pheromone,31/8/2007,3/9/2007,19.5,4,2007,8,243,3
6287,Georgetown,CEW BLT,31/8/2007,3/9/2007,4.75,4,2007,8,243,3
6288,Georgetown,CEW Pheromone,31/8/2007,3/9/2007,4.75,4,2007,8,243,3
6289,Harrington,CEW BLT,31/8/2007,3/9/2007,13,4,2007,8,243,3
6290,Harrington,CEW Pheromone,31/8/2007,3/9/2007,52.5,4,2007,8,243,3
6291,Laurel,CEW BLT,31/8/2007,3/9/2007,10.75,4,2007,8,243,3
6292,Laurel,CEW Pheromone,31/8/2007,3/9/2007,33.75,4,2007,8,243,3
6293,Milford,CEW BLT,31/8/2007,3/9/2007,6.75,4,2007,8,243,3
6294,Milford,CEW Pheromone,31/8/2007,3/9/2007,30,4,2007,8,243,3
6295,Rising Sun,CEW BLT,31/8/2007,3/9/2007,15.25,4,2007,8,243,3
6296,Rising Sun,CEW Pheromone,31/8/2007,3/9/2007,0.25,4,2007,8,243,3
6297,Seaford,CEW BLT,31/8/2007,3/9/2007,11.25,4,2007,8,243,3
6298,Seaford,CEW Pheromone,31/8/2007,3/9/2007,27,4,2007,8,243,3
6299,Wyoming,CEW BLT,31/8/2007,3/9/2007,8.75,4,2007,8,243,3
6300,Wyoming,CEW Pheromone,31/8/2007,3/9/2007,14.75,4,2007,8,243,3
6301,Bridgeville,CEW BLT,4/9/2007,6/9/2007,22.33,3,2007,9,247,2
6302,Bridgeville,CEW Pheromone,4/9/2007,6/9/2007,15.33,3,2007,9,247,2
6303,Concord,CEW BLT,4/9/2007,6/9/2007,20,3,2007,9,247,2
6304,Concord,CEW Pheromone,4/9/2007,6/9/2007,5.66,3,2007,9,247,2
6305,Dover,CEW BLT,4/9/2007,6/9/2007,28.33,3,2007,9,247,2
6306,Dover,CEW Pheromone,4/9/2007,6/9/2007,16,3,2007,9,247,2
6307,Georgetown,CEW BLT,4/9/2007,6/9/2007,5.33,3,2007,9,247,2
6308,Georgetown,CEW Pheromone,4/9/2007,6/9/2007,5.33,3,2007,9,247,2
6309,Harrington,CEW BLT,4/9/2007,6/9/2007,17,3,2007,9,247,2
6310,Harrington,CEW Pheromone,4/9/2007,6/9/2007,44.66,3,2007,9,247,2
6311,Laurel,CEW BLT,4/9/2007,6/9/2007,13,3,2007,9,247,2
6312,Laurel,CEW Pheromone,4/9/2007,6/9/2007,40.66,3,2007,9,247,2
6313,Milford,CEW BLT,4/9/2007,6/9/2007,13.33,3,2007,9,247,2
6314,Milford,CEW Pheromone,4/9/2007,6/9/2007,7,3,2007,9,247,2
6315,Rising Sun,CEW BLT,4/9/2007,6/9/2007,16.66,3,2007,9,247,2
6316,Rising Sun,CEW Pheromone,4/9/2007,6/9/2007,0.66,3,2007,9,247,2
6317,Seaford,CEW BLT,4/9/2007,6/9/2007,8,3,2007,9,247,2
6318,Seaford,CEW Pheromone,4/9/2007,6/9/2007,17.66,3,2007,9,247,2
6319,Wyoming,CEW BLT,4/9/2007,6/9/2007,13.66,3,2007,9,247,2
6320,Wyoming,CEW Pheromone,4/9/2007,6/9/2007,11.66,3,2007,9,247,2
6321,Bridgeville,CEW BLT,7/9/2007,10/9/2007,16.25,4,2007,9,250,3
6322,Bridgeville,CEW Pheromone,7/9/2007,10/9/2007,6.25,4,2007,9,250,3
6323,Concord,CEW BLT,7/9/2007,10/9/2007,10.25,4,2007,9,250,3
6324,Concord,CEW Pheromone,7/9/2007,10/9/2007,1.5,4,2007,9,250,3
6325,Dover,CEW BLT,7/9/2007,10/9/2007,26.75,4,2007,9,250,3
6326,Dover,CEW Pheromone,7/9/2007,10/9/2007,4.75,4,2007,9,250,3
6327,Georgetown,CEW BLT,7/9/2007,10/9/2007,2.5,4,2007,9,250,3
6328,Georgetown,CEW Pheromone,7/9/2007,10/9/2007,2.5,4,2007,9,250,3
6329,Harrington,CEW BLT,7/9/2007,10/9/2007,15.5,4,2007,9,250,3
6330,Harrington,CEW Pheromone,7/9/2007,10/9/2007,3,4,2007,9,250,3
6331,Laurel,CEW BLT,7/9/2007,10/9/2007,4,4,2007,9,250,3
6332,Laurel,CEW Pheromone,7/9/2007,10/9/2007,13,4,2007,9,250,3
6333,Milford,CEW BLT,7/9/2007,10/9/2007,12.75,4,2007,9,250,3
6334,Milford,CEW Pheromone,7/9/2007,10/9/2007,1.5,4,2007,9,250,3
6335,Rising Sun,CEW BLT,7/9/2007,10/9/2007,25,4,2007,9,250,3
6336,Rising Sun,CEW Pheromone,7/9/2007,10/9/2007,0.5,4,2007,9,250,3
6337,Seaford,CEW BLT,7/9/2007,10/9/2007,8.25,4,2007,9,250,3
6338,Seaford,CEW Pheromone,7/9/2007,10/9/2007,14,4,2007,9,250,3
6339,Wyoming,CEW BLT,7/9/2007,10/9/2007,14.25,4,2007,9,250,3
6340,Wyoming,CEW Pheromone,7/9/2007,10/9/2007,2,4,2007,9,250,3
6341,Bridgeville,CEW BLT,11/9/2007,13/9/2007,10.66,3,2007,9,254,2
6342,Bridgeville,CEW Pheromone,11/9/2007,13/9/2007,3.33,3,2007,9,254,2
6343,Concord,CEW BLT,11/9/2007,13/9/2007,8.66,3,2007,9,254,2
6344,Concord,CEW Pheromone,11/9/2007,13/9/2007,0,3,2007,9,254,2
6345,Dover,CEW BLT,11/9/2007,13/9/2007,20.66,3,2007,9,254,2
6346,Dover,CEW Pheromone,11/9/2007,13/9/2007,6,3,2007,9,254,2
6347,Georgetown,CEW BLT,11/9/2007,13/9/2007,2.33,3,2007,9,254,2
6348,Georgetown,CEW Pheromone,11/9/2007,13/9/2007,2.33,3,2007,9,254,2
6349,Harrington,CEW BLT,11/9/2007,13/9/2007,4.33,3,2007,9,254,2
6350,Harrington,CEW Pheromone,11/9/2007,13/9/2007,12.33,3,2007,9,254,2
6351,Laurel,CEW BLT,11/9/2007,13/9/2007,12.33,3,2007,9,254,2
6352,Laurel,CEW Pheromone,11/9/2007,13/9/2007,7.33,3,2007,9,254,2
6353,Milford,CEW BLT,11/9/2007,13/9/2007,6,3,2007,9,254,2
6354,Milford,CEW Pheromone,11/9/2007,13/9/2007,7.33,3,2007,9,254,2
6355,Rising Sun,CEW BLT,11/9/2007,13/9/2007,5,3,2007,9,254,2
6356,Rising Sun,CEW Pheromone,11/9/2007,13/9/2007,0,3,2007,9,254,2
6357,Seaford,CEW BLT,11/9/2007,13/9/2007,5,3,2007,9,254,2
6358,Seaford,CEW Pheromone,11/9/2007,13/9/2007,3.33,3,2007,9,254,2
6359,Wyoming,CEW BLT,11/9/2007,13/9/2007,3.66,3,2007,9,254,2
6360,Wyoming,CEW Pheromone,11/9/2007,13/9/2007,3.33,3,2007,9,254,2
6361,Bridgeville,CEW BLT,14/9/2007,17/9/2007,2.5,4,2007,9,257,3
6362,Bridgeville,CEW Pheromone,14/9/2007,17/9/2007,3.5,4,2007,9,257,3
6363,Concord,CEW BLT,14/9/2007,17/9/2007,1.25,4,2007,9,257,3
6364,Concord,CEW Pheromone,14/9/2007,17/9/2007,0.5,4,2007,9,257,3
6365,Dover,CEW BLT,14/9/2007,17/9/2007,17,4,2007,9,257,3
6366,Dover,CEW Pheromone,14/9/2007,17/9/2007,7.25,4,2007,9,257,3
6367,Georgetown,CEW BLT,14/9/2007,17/9/2007,2.25,4,2007,9,257,3
6368,Georgetown,CEW Pheromone,14/9/2007,17/9/2007,2.25,4,2007,9,257,3
6369,Harrington,CEW BLT,14/9/2007,17/9/2007,3,4,2007,9,257,3
6370,Harrington,CEW Pheromone,14/9/2007,17/9/2007,9.75,4,2007,9,257,3
6371,Laurel,CEW BLT,14/9/2007,17/9/2007,5,4,2007,9,257,3
6372,Laurel,CEW Pheromone,14/9/2007,17/9/2007,2.75,4,2007,9,257,3
6373,Milford,CEW BLT,14/9/2007,17/9/2007,5.25,4,2007,9,257,3
6374,Milford,CEW Pheromone,14/9/2007,17/9/2007,5.5,4,2007,9,257,3
6375,Rising Sun,CEW BLT,14/9/2007,17/9/2007,7.25,4,2007,9,257,3
6376,Rising Sun,CEW Pheromone,14/9/2007,17/9/2007,0.25,4,2007,9,257,3
6377,Seaford,CEW BLT,14/9/2007,17/9/2007,3.5,4,2007,9,257,3
6378,Seaford,CEW Pheromone,14/9/2007,17/9/2007,3,4,2007,9,257,3
6379,Wyoming,CEW BLT,14/9/2007,17/9/2007,3.75,4,2007,9,257,3
6380,Wyoming,CEW Pheromone,14/9/2007,17/9/2007,1.25,4,2007,9,257,3
6381,Bridgeville,CEW BLT,1/5/2008,4/5/2008,1.25,4,2008,5,122,3
6382,Bridgeville,CEW Pheromone,1/5/2008,4/5/2008,0,4,2008,5,122,3
6383,Concord,CEW BLT,1/5/2008,4/5/2008,0,4,2008,5,122,3
6384,Concord,CEW Pheromone,1/5/2008,4/5/2008,0.25,4,2008,5,122,3
6385,Dover,CEW BLT,1/5/2008,4/5/2008,0,4,2008,5,122,3
6386,Dover,CEW Pheromone,1/5/2008,4/5/2008,0,4,2008,5,122,3
6387,Georgetown,CEW BLT,1/5/2008,4/5/2008,0,4,2008,5,122,3
6388,Georgetown,CEW Pheromone,1/5/2008,4/5/2008,0,4,2008,5,122,3
6389,Harrington,CEW BLT,1/5/2008,4/5/2008,0,4,2008,5,122,3
6390,Harrington,CEW Pheromone,1/5/2008,4/5/2008,0,4,2008,5,122,3
6391,Laurel,CEW BLT,1/5/2008,4/5/2008,0,4,2008,5,122,3
6392,Laurel,CEW Pheromone,1/5/2008,4/5/2008,0,4,2008,5,122,3
6393,Milford,CEW BLT,1/5/2008,4/5/2008,0,4,2008,5,122,3
6394,Milford,CEW Pheromone,1/5/2008,4/5/2008,0,4,2008,5,122,3
6395,Rising Sun,CEW BLT,1/5/2008,4/5/2008,0,4,2008,5,122,3
